This is the data file for OSRIC™.  This consists of creatures and treasure from the core rulebook.
You can use this with some of the tools here that allow for data files to be input. You may only want to use 
this file if you want to customize your creations. You may have no electrum in your land or maybe you want to 
remove the chance of dinosaurs from appearing. You may want to add custom monsters and items. Anything is possible.

This is published under the Open Game License Version 1.0a (which can be found at http://www.wizardawn.com/rpg/lic_ogl.html)
and is in compliance with the OSRIC™ Open License (which can be found at http://www.wizardawn.com/rpg/lic_osric.html).

"OSRIC", "Osric" and "O.S.R.I.C." are trademarks of Matthew Finch and Stuart Marshall

Below are the codes used for the creatures' terrain types...

DG = Dungeon
PF = Forest
PH = Hills
PM = Mountains
PP = Plains
PS = Swamp
PD = Desert
FW = Freshwater
SW = Sea
CF = Snowy Forest
CH = Snowy Hills
CM = Snowy Mountains
CP = Snowy Plains
TF = Jungle/Tropics Forest
TH = Jungle/Tropics Hills
TM = Jungle/Tropics Mountains
TS = Jungle/Tropics Swamp

--BEGIN--
ACHAIERAI	PFXPHXPMXPSXTFXTHXTMXTS	14	1	Freq: Very Rare; #ENC: 1d8; SIZE: Large (16 ft tall); MOVE: 180 ft; AC: 8 or -1 (see page); HD: 40 hp (body), 15 hp (each leg); ATK: 3; DMG: 1d8/1d8/1d10; SA: None; SD: Poison cloud; MR: 35%; LAIR: None; INT: Average; AL: CE; XP: 2,750; TRS: 1d10x1,000 cp (5%), 1d12x1,000 sp (25%), 1d6x1,000 ep (25%), 1d8x1,000 gp (25%), 1d12 gems (15%), 1d8 jewelry (10%) and 3 magic items and 1 scroll (25%).; BOOK: OSRIC-259
Carnelian (50gp)	16
Chalcedony (50gp)	16
Chryso-Prase (50gp)	16
Citrine (50gp)	16
Iolite (50gp)	16
Jasper (50gp)	16
Moonstone (50gp)	16
Onyx (50gp)	16
Peridot (50gp)	16
Clear Quartz (50gp)	16
Sardonyx (50gp)	16
Rose Quartz (50gp)	16
Smoky Quartz (50gp)	16
Star Rose Quartz (50gp)	16
Zircon (50gp)	16
Amber (100gp)	8
Amethyst (100gp)	8
Chrysoberyl (100gp)	8
Coral (100gp)	8
Red Garnet (100gp)	8
Green Garnet (100gp)	8
Jade (100gp)	8
White Pearl (100gp)	8
Golden Pearl (100gp)	8
Pink Pearl (100gp)	8
Silver Pearl (100gp)	8
Red Spinel (100gp)	8
Green Spinel (100gp)	8
Tourmaline (100gp)	8
Alexandrite (500gp)	4
Aquamarine (500gp)	4
Violet Garnet (500gp)	4
Black Pearl (500gp)	4
Deep Blue Spinel (500gp)	4
Golden Yellow Topaz (500gp)	4
Emerald (1,000gp)	2
White Opal (1,000gp)	2
Black Opal (1,000gp)	2
Fire Opal (1,000gp)	2
Blue Sapphire (1,000gp)	2
Fiery Yellow Corundum (1,000gp)	2
Rich Purple Corundum (1,000gp)	2
Blue Sapphire (1,000gp)	2
Black Star Sapphire (1,000gp)	2
Star Ruby (1,000gp)	2
Diamond (5,000gp)	1
--END--
Silver (1d10x100gp)	32
Silver and Gold (2d6x100gp)	16
Gold (3d6x100gp)	8
Silver and Gems (5d6x100gp)	4
Gold and Gems (2d4x1,000gp)	2
Exceptional (2d6x1,000gp)	1
--END--
JEWELRY: Silvery Gold Buckle (200gp)   1   0
6pp / 3gp / 5ep / 8sp / 116cp   1   0
1pp / 126ep / 201cp   1   0
a magnificent crystal jug worth 293gp   1   0
GEM: Azurite (3gp)   1   0
JEWELRY: Golden Gemmed Comb/brush (520gp)   1   0
4pp / 51gp / 26ep / 12sp / 60cp   1   0
1pp / 12gp / 1ep / 10sp   1   0
JEWELRY: Silvery Gold Choker (144gp)   1   0
5gp / 2,425cp   1   0
GEM: Chalcedony (8gp)   1   0
an elegant ornamental knife made of adamant where the handle is decorated with 6 lapis lazulis and the name of `Anaxus` is engraved on the blade worth 17gp   1   0
1pp / 6gp / 2ep / 15cp   1   0
JEWELRY: Silvery Gemmed Buckle (132gp)   1   0
301sp / 280cp   1   0
a strange ceremonial dagger made of silver where the handle is decorated with 5 rhodochrosites and the name of `Cacosa` is engraved on the blade worth 6gp   1   0
2pp / 4gp / 1ep / 6sp / 110cp   1   0
5pp / 44gp / 11ep / 104sp / 470cp   1   0
an exquisite purple, knitted cotton cloak worth 22gp   1   0
a leather pouch of unique coins of a secret order that are made of bronze with a symbol of a eye on it (27 ea) worth 36gp   1   0
GEM: Banded Agate (3gp)   1   0
12sp / 4,260cp   1   0
229pp / 933sp / 42,340cp   1   0
13pp / 4ep / 200cp   1   0
184gp / 56ep / 12,550cp   1   0
6gp / 5sp / 50cp   1   0
16gp / 1sp / 180cp   1   0
3gp / 4,320cp   1   0
107gp / 319ep / 507sp / 2,210cp   1   0
8pp / 17gp / 114ep / 13sp / 1,340cp   1   0
11sp / 305cp   1   0
14pp / 4gp / 20ep / 5sp   1   0
1gp / 5ep / 1sp / 5cp   1   0
JEWELRY: Golden Gemmed Bracelet (140gp)   1   0
2gp / 7sp / 260cp   1   0
a magnificent ceremonial suit of armor made of iron with a axe symbol on the chest piece that is gold in color worth 30gp   1   0
2pp / 3gp / 8ep / 12sp / 10cp   1   0
29pp / 2gp / 12ep / 50sp / 500cp   1   0
1pp / 20ep / 42sp / 90cp   1   0
1pp / 2gp / 2ep / 28sp / 395cp   1   0
GEM: Lapis Lazuli (1gp)   1   0
16pp / 48gp / 7ep / 24sp / 20cp   1   0
12pp / 120gp / 8ep / 157sp / 3,810cp   1   0
593gp / 6ep / 19sp / 20cp   1   0
1pp / 3ep / 10cp   1   0
GEM: Fire Opal (5gp)   1   0
GEM: Emerald (72gp)   1   0
1pp / 3gp / 2sp / 1cp   1   0
18gp / 129ep / 4sp / 445cp   1   0
a rare, large manual titled `Lexicon of Jimondan the Monk` and is bound in brown demon skin with a amber colored symbol of a skull on the front, and is worth 36gp   1   0
39pp / 86ep / 810sp / 5,000cp   1   0
116pp / 187gp / 40ep / 1sp / 30cp   1   0
207sp / 135cp   1   0
41gp / 140ep / 776sp / 3,830cp   1   0
13 inch tall granite statue of a lion worth 413gp   1   0
10pp / 16ep / 19sp / 120cp   1   0
GEM: Zircon (8gp)   1   0
GEM: Rock Crystal (3gp)   1   0
1,324sp / 33,520cp   1   0
55pp / 110gp / 75ep / 111sp / 31,530cp   1   0
13 inch tall onyx statue of a lion worth 1,275gp   1   0
2pp / 1gp / 1sp / 5cp   1   0
174sp / 19,920cp   1   0
140pp / 10ep / 13sp / 740cp   1   0
435ep / 789sp / 18,471cp   1   0
2gp / 36ep / 10sp / 650cp   1   0
3,750cp   1   0
GEM: Golden Yellow Topaz (24gp)   1   0
1pp / 1sp / 20cp   1   0
a nice decorative knife made of gold worth 5gp   1   0
2pp / 1gp / 7ep / 4sp / 90cp   1   0
4ep / 111sp / 3,820cp   1   0
3pp / 4gp / 7ep   1   0
2gp / 2ep / 17sp / 125cp   1   0
5pp / 57ep / 115sp / 226cp   1   0
2pp / 1gp / 5ep   1   0
67pp / 81gp / 71ep / 47sp / 1,160cp   1   0
7pp / 3gp / 1ep / 8sp / 71cp   1   0
JEWELRY: Silvery Gold Bracelet (150gp)   1   0
GEM: Rich Purple Corundum (72gp)   1   0
1pp / 1sp / 5cp   1   0
3ep / 2sp / 35cp   1   0
12gp / 8ep / 143sp / 40cp   1   0
1,170cp   1   0
GEM: Rose Quartz (9gp)   1   0
a gorgeous decorative helm made of iron and the name of `Domnallys` is engraved on the inside worth 4gp   1   0
110pp / 238gp / 6ep / 77sp / 360cp   1   0
JEWELRY: Silvery Gold Earring (96gp)   1   0
12gp / 16ep   1   0
JEWELRY: Silvery Gold Clasp (216gp)   1   0
25,650cp   1   0
200pp / 781ep / 133sp / 29,290cp   1   0
1pp / 1gp / 1sp / 11cp   1   0
a splendid black, stitched hemp cloak worth 40gp   1   0
1pp / 2gp / 20sp / 2,050cp   1   0
112pp / 66gp / 2ep / 6sp / 180cp   1   0
35ep / 5cp   1   0
156gp / 501sp / 2,880cp   1   0
4pp / 2ep   1   0
JEWELRY: Silvery Gold Belt (104gp)   1   0
169gp / 88ep / 3sp / 15cp   1   0
54pp / 20gp / 22ep / 55sp / 301cp   1   0
3pp / 1gp / 1sp   1   0
2gp / 1ep / 2sp / 100cp   1   0
11gp / 16ep / 7sp / 360cp   1   0
a wonderful brass bottle worth 14gp   1   0
GEM: Freshwater Pearl (1gp)   1   0
a unique wine bottle of mystic dust worth 119gp to an herbalist   1   0
JEWELRY: Exceptional Earring (320gp)   1   0
21pp / 891gp / 1,720ep / 564sp / 3,120cp   1   0
23pp / 151gp / 89ep / 20sp / 50cp   1   0
12 inch tall stone statue of a pegasus worth 20gp   1   0
9gp / 39sp / 720cp   1   0
1pp / 4gp / 1ep / 10cp   1   0
2pp / 15gp / 4ep   1   0
65gp / 73ep / 31sp / 3,231cp   1   0
3pp / 2gp / 17ep / 1sp / 56cp   1   0
458sp / 7,041cp   1   0
2pp / 4gp / 7ep / 30sp / 350cp   1   0
6pp / 31gp / 1ep / 5sp   1   0
40gp / 1,775cp   1   0
159gp / 193ep / 13sp / 290cp   1   0
JEWELRY: Exceptional Goblet (120gp)   1   0
89ep / 2,010sp / 74,100cp   1   0
30,000cp   1   0
a delightful clay jug of goblin eyes worth 690gp to an alchemist   1   0
GEM: Rich Purple Corundum (160gp)   1   0
24ep / 1,500cp   1   0
9gp / 2ep / 8sp / 490cp   1   0
1pp / 1gp / 9ep / 4sp / 145cp   1   0
a rare decorative axe made of mithril and the name of `Carnach` is engraved on the head worth 45gp   1   0
21,001cp   1   0
an unusual compendium titled `Unholy Mist of the Vampire` and is bound in red animal skin, and is worth 12gp   1   0
5gp / 10sp / 1,865cp   1   0
6pp / 6gp / 4ep / 8sp / 90cp   1   0
JEWELRY: Silvery Gold Choker (234gp)   1   0
153ep / 6,600cp   1   0
302gp / 33ep / 957sp / 21,510cp   1   0
70sp / 400cp   1   0
GEM: Chrysoprase (8gp)   1   0
29pp / 24gp / 56ep / 20sp / 150cp   1   0
JEWELRY: Silver Arm-ring (52gp)   1   0
JEWELRY: Silvery Gold Chalice (203gp)   1   0
4,275cp   1   0
5pp / 7gp / 16ep / 11sp / 505cp   1   0
25pp / 20gp / 49ep / 88sp / 40cp   1   0
a splendid clay vase worth 70gp   1   0
3pp / 2gp / 2ep   1   0
239gp / 183ep / 434sp / 270cp   1   0
5pp / 3gp / 10ep / 13sp / 40cp   1   0
3pp / 40gp / 172ep / 68sp / 1,865cp   1   0
127ep / 34sp / 470cp   1   0
1gp / 2ep / 9sp / 700cp   1   0
a magnificent pair of brown boots made of basilisk skin worth 98gp   1   0
1,402gp / 500ep / 509sp / 40,620cp   1   0
1gp / 1ep / 15cp   1   0
47gp / 1,375cp   1   0
a delightful, large book titled `The Writings of Trethovian the Monk` and is bound in blue alligator skin with a jade colored symbol of a dog on the front, and is worth 64gp   1   0
28gp / 200cp   1   0
180gp / 942ep / 460sp / 8,200cp   1   0
13pp / 47gp / 26ep / 1sp / 80cp   1   0
2gp / 7ep / 12sp / 50cp   1   0
71sp / 1,521cp   1   0
JEWELRY: Exceptional Earring (2,640gp)   1   0
1gp / 1sp   1   0
GEM: Coral (37gp)   1   0
a rare musical pipes worth 21gp   1   0
a unique ceremonial dagger made of iron and the name of `Hrolkug` is engraved on the blade worth 250gp   1   0
JEWELRY: Silvery Gemmed Coronet (39gp)   1   0
50pp / 637gp / 240ep / 95sp / 1,900cp   1   0
12pp / 15gp / 1ep / 12sp / 85cp   1   0
7gp / 76sp / 1,980cp   1   0
1,329ep / 4sp / 3,470cp   1   0
5ep / 6sp / 20cp   1   0
3pp / 3gp / 13sp / 115cp   1   0
GEM: Hematite (3gp)   1   0
2pp / 2ep / 28sp / 1,040cp   1   0
JEWELRY: Silvery Gold Choker (244gp)   1   0
an exquisite compendium titled `Sorceress and the Belt` and is bound in yellow crocodile skin, and is worth 54gp   1   0
3pp / 141gp / 216ep / 44sp / 845cp   1   0
GEM: Freshwater Pearl (1gp)   1   0
1,761sp / 10,280cp   1   0
JEWELRY: Silvery Gemmed Belt (40gp)   1   0
3gp / 1ep / 2sp / 30cp   1   0
1pp / 9gp / 3ep / 8sp   1   0
51,000cp   1   0
a unique decorative knife made of iron where the handle is decorated with 4 corals worth 120gp   1   0
an elegant ceremonial shield made of adamant with a skull symbol on it that is violet in color worth 20gp   1   0
19ep / 6,550cp   1   0
8gp / 7ep / 114sp / 2,070cp   1   0
28gp / 58ep / 26sp / 1,780cp   1   0
3pp / 1gp / 9ep / 10sp   1   0
2pp / 10gp / 2ep / 1sp / 130cp   1   0
21pp / 9gp / 21ep / 41sp / 230cp   1   0
a small leather backpack of unique coins from a lost city that are made of bronze with a symbol of a dragon on it (25 ea) worth 36gp   1   0
3pp / 2gp / 4ep / 15sp / 50cp   1   0
2pp / 6gp / 16ep / 23sp / 291cp   1   0
22pp / 35gp / 10ep / 29sp / 20cp   1   0
1pp / 6gp / 4ep / 2sp / 10cp   1   0
36pp / 139gp / 536ep / 697sp / 8,110cp   1   0
GEM: Banded Agate (1gp)   1   0
3pp / 18gp / 94ep / 9sp / 820cp   1   0
19pp / 162gp / 204ep / 110sp / 2,400cp   1   0
GEM: Hematite (1gp)   1   0
1,275cp   1   0
4pp / 24gp / 178sp / 1,040cp   1   0
4ep / 12sp / 145cp   1   0
2gp / 2ep / 3sp   1   0
JEWELRY: Golden Chalice (11gp)   1   0
JEWELRY: Silver Amulet (174gp)   1   0
35pp / 77gp / 7ep / 66sp / 205cp   1   0
GEM: Golden Pearl (27gp)   1   0
54,000cp   1   0
42ep / 10sp / 700cp   1   0
3gp / 1ep / 2sp / 90cp   1   0
2pp / 3sp / 65cp   1   0
89sp / 3,095cp   1   0
JEWELRY: Silver Amulet (43gp)   1   0
JEWELRY: Silver Anklet (33gp)   1   0
42gp / 1ep / 1sp / 5cp   1   0
1pp / 21gp / 17ep / 12sp / 91cp   1   0
31pp / 44gp / 35ep / 81sp / 130cp   1   0
JEWELRY: Golden Chain (140gp)   1   0
81gp / 1,203ep / 160sp / 550cp   1   0
2pp / 9gp / 11ep / 9sp / 370cp   1   0
1ep / 1sp / 5cp   1   0
2pp / 58gp / 5ep / 21sp / 530cp   1   0
24pp / 73gp / 77ep / 1sp / 980cp   1   0
8pp / 4gp / 2ep   1   0
a superb bronze bowl worth 4gp   1   0
7pp / 50ep / 5,700cp   1   0
a delightful gray, stitched fur cloak worth 23gp   1   0
54ep / 158sp / 6,140cp   1   0
43ep / 820cp   1   0
GEM: Golden Pearl (29gp)   1   0
1pp / 9gp / 1ep / 25sp / 300cp   1   0
2pp / 1ep / 1sp / 10cp   1   0
GEM: Banded Agate (4gp)   1   0
11pp / 10gp / 15ep / 13sp / 471cp   1   0
1pp / 7gp / 2ep / 16sp / 180cp   1   0
52pp / 22gp / 438ep / 308sp / 1,740cp   1   0
17gp / 7sp / 860cp   1   0
an exquisite ceramic jug of beetle bile worth 12gp to an alchemist   1   0
18ep / 420cp   1   0
GEM: Deep Blue Spinel (72gp)   1   0
2pp / 1ep / 1sp / 10cp   1   0
GEM: Coral (28gp)   1   0
506gp / 32ep / 251sp / 8,780cp   1   0
22sp / 4,060cp   1   0
GEM: Citrine (2gp)   1   0
15pp / 48gp / 59ep / 55sp / 150cp   1   0
GEM: Deep Blue Spinel (169gp)   1   0
27ep / 42sp / 1,410cp   1   0
GEM: Rock Crystal (22gp)   1   0
12sp / 4,800cp   1   0
2pp / 12gp / 6ep / 8sp / 640cp   1   0
342gp / 2ep / 260sp / 3,000cp   1   0
GEM: Rhodochrosite (2gp)   1   0
70pp / 107gp / 146ep / 266sp / 2,180cp   1   0
65ep / 15sp / 2,075cp   1   0
7pp / 225ep / 489sp / 220cp   1   0
567ep / 75sp / 12,151cp   1   0
9pp / 67gp / 110sp / 3,400cp   1   0
4pp / 7gp / 3ep / 5sp / 170cp   1   0
16pp / 22gp / 4ep / 4sp / 21cp   1   0
JEWELRY: Silver Arm-ring (240gp)   1   0
2gp / 6ep / 1sp / 425cp   1   0
a small brown canvas knapsack of rare coins of lost race that are made of bronze with a symbol of a man on it (6 ea) worth 9gp   1   0
48gp / 46ep / 307sp / 1,760cp   1   0
4pp / 1gp / 6sp / 90cp   1   0
GEM: White Pearl (30gp)   1   0
3pp / 285sp / 1,200cp   1   0
35,000cp   1   0
13sp / 190cp   1   0
JEWELRY: Silver Amulet (36gp)   1   0
21ep / 60sp / 4,350cp   1   0
187pp / 307gp / 1,349ep / 308sp / 5,190cp   1   0
3pp / 1gp / 1sp   1   0
1gp / 200cp   1   0
JEWELRY: Silver Chain (203gp)   1   0
61pp / 22gp / 75ep   1   0
7pp / 146gp / 178ep / 154sp / 4,920cp   1   0
17pp / 635ep / 92,750cp   1   0
38gp / 853ep / 243sp / 940cp   1   0
JEWELRY: Golden Buckle (26gp)   1   0
a green cloth backpack of extraordinary coins of a far off land that are made of pewter with a symbol of a boar on it (38 ea) worth 23gp   1   0
a small orange canvas bag of odd coins of a far off land that are made of sandstone with a symbol of a axe on it (24 ea) worth 5gp   1   0
1pp / 3gp / 26ep   1   0
1pp / 1gp / 7ep / 8sp / 15cp   1   0
a delightful yellow, sewn wool cape worth 280gp   1   0
1pp / 4gp / 5ep / 3sp / 51cp   1   0
42sp / 3,720cp   1   0
314sp / 14,720cp   1   0
5 inch tall jade carving of a lion worth 11gp   1   0
a purple cloth pouch of fine coins of a far off land that are made of pewter with a symbol of a buffalo on it (47 ea) worth 9gp   1   0
a superb compendium titled `Tome of the Incredible Summoner` and is bound in brown unicorn skin with a azure colored symbol of a lion on the front, and is worth 10gp   1   0
JEWELRY: Silvery Gemmed Bracelet (360gp)   1   0
a small leather backpack of magnificent coins from an ancient race that are made of bronze with a symbol of a eye on it (19 ea) worth 760gp   1   0
JEWELRY: Silvery Gold Goblet (33gp)   1   0
13,500cp   1   0
3pp / 2gp / 3ep / 2sp / 30cp   1   0
453gp / 572ep / 558sp / 10,940cp   1   0
JEWELRY: Silvery Gemmed Choker (120gp)   1   0
11pp / 2ep / 1sp / 5cp   1   0
33gp / 99ep / 80sp / 50cp   1   0
a rare decorative crown made of gold and is decorated with 5 golden pearls and the name of `Zelik` is engraved on the inside worth 3gp   1   0
JEWELRY: Exceptional Earring (500gp)   1   0
a small brown canvas pouch of magnificent coins of a far off land that are made of mithril with a symbol of a spider on it (16 ea) worth 13gp   1   0
85,500cp   1   0
61pp / 23gp / 53ep / 77sp / 1,511cp   1   0
60gp / 1,948ep / 62sp / 4,610cp   1   0
GEM: Rhodochrosite (3gp)   1   0
2pp / 5gp / 1ep / 16sp / 50cp   1   0
1pp / 280cp   1   0
5gp / 20ep / 36sp / 180cp   1   0
114ep / 11,550cp   1   0
74sp / 3,920cp   1   0
GEM: Citrine (9gp)   1   0
a superb muskrat fur cape worth 10gp   1   0
26ep / 5,825cp   1   0
an elegant brown, fashioned cloth dress worth 21gp   1   0
GEM: Fire Opal (180gp)   1   0
2pp / 4gp / 1ep / 1sp / 30cp   1   0
a unique large black rug with a dark purple design on it worth 9gp   1   0
a splendid tapestry of a house worth 53gp   1   0
144ep / 8,325cp   1   0
27pp / 31gp / 79ep / 20sp / 50cp   1   0
an extraordinary glass jar of wisp dust worth 8gp to an alchemist   1   0
6pp / 3gp / 43ep / 11sp / 540cp   1   0
3pp / 9gp / 18ep / 4sp / 40cp   1   0
1pp / 1gp / 5ep / 43sp / 90cp   1   0
an odd ceremonial axe made of steel where the handle is decorated with 4 golden yellow topazs worth 13gp   1   0
32gp / 18ep / 5sp / 1,065cp   1   0
26pp / 51gp / 146ep / 25sp / 200cp   1   0
--END--
Bless	7
Command	7
Create Water	7
Cure Light Wounds	7
Detect Evil	7
Detect Magic	7
Light	7
Protection From Evil	7
Purify Food and Drink	7
Remove Fear	7
Resist Cold	7
Sanctuary	7
Augury	6
Chant	6
Detect Charm	6
Find Traps	6
Hold Person	6
Know Alignment	6
Resist Fire	6
Silence 15` Radius	6
Slow Poison	6
Snake Charm	6
Speak With Animals	6
Spiritual Weapon	6
Animate Dead	5
Continual Light	5
Create Food and Water	5
Cure Blindness	5
Cure Disease	5
Dispel Magic	5
Feign Death	5
Glyph of Warding	5
Locate Object	5
Prayer	5
Remove Curse	5
Speak with Dead	5
Cure Serious Wounds	4
Detect Lie	4
Divination	4
Exorcise	4
Lower Water	4
Neutralize Poison	4
Protection From Evil 10 ft Radius 	4
Speak With Plants	4
Sticks to Snakes	4
Tongues	4
Atonement	3
Commune	3
Cure Critical Wounds 	3
Dispel Evil	3
Flame Strike	3
Insect Plague	3
Plane Shift	3
Quest	3
Raise Dead	3
True Seeing	3
Aerial Servant	2
Animate Object	2
Blade Barrier	2
Conjure Animals 	2
Find the Path	2
Heal	2
Part Water	2
Speak With Monsters 	2
Stone Tell	2
Word of Recall	2
Astral Spell	1
Control Weather	1
Earthquake	1
Gate	1
Holy Word	1
Regenerate	1
Restoration	1
Resurrection	1
Symbol	1
Wind Walk	1
--END--
Animal Friendship	7
Detect Magic	7
Detect Pits and Snares	7
Entangle	7
Faerie Fire	7
Invisibility to Animals	7
Locate Animals	7
Pass Without Trace	7
Predict Weather	7
Purify Water	7
Shillelagh	7
Speak with Animals	7
Barkskin	6
Charm Person or Mammal	6
Create Water	6
Cure Light Wounds	6
Feign Death	6
Fire Trap	6
Heat Metal	6
Locate Plants	6
Obscurement	6
Produce Flame	6
Trip	6
Warp Wood	6
Call Lightning	5
Cure Disease	5
Hold Animal	5
Neutralize Poison	5
Plant Growth	5
Protection From Fire	5
Pyrotechnics	5
Snare	5
Stone Shape	5
Summon Insects	5
Tree	5
Water Breathing	5
Animal Summoning I	4
Call Woodland Beings	4
Control Temperature 10` radius	4
Cure Serious Wounds	4
Dispel Magic	4
Hallucinatory Forest	4
Hold Plant	4
Plant Door	4
Produce Fire	4
Protection From Lightning	4
Repel Insects	4
Speak with Plants	4
Animal Growth	3
Animal Summoning II	3
Anti-Plant Shell	3
Commune With Nature	3
Control Winds	3
Insect Plague	3
Pass Plant	3
Sticks to Snakes	3
Transmute Rock to Mud	3
Wall of Fire	3
Animal Summoning III	2
Anti-Animal Shell	2
Conjure Fire Elemental	2
Cure Critical Wounds	2
Feeblemind	2
Fire Seeds	2
Transport via Plants	2
Turn Wood	2
Wall of Thorns	2
Weather Summoning	2
Animate Rock	1
Chariot of Fire	1
Confusion	1
Conjure Earth Elemental	1
Control Weather	1
Creeping Doom	1
Finger of Death	1
Fire Storm	1
Reincarnate	1
Transmute Metal to Wood	1
--END--
Audible Glamour	7
Change Self	7
Color Spray	7
Dancing Lights	7
Darkness	7
Detect Illusion	7
Detect Invisibility	7
Gaze Reflection	7
Hypnotism	7
Light	7
Phantasmal Force	7
Wall of Fog	7
Blindness	6
Blur	6
Deafness	6
Detect Magic	6
Fog Cloud	6
Hypnotic Pattern	6
Improved Phantasmal Force	6
Invisibility	6
Magic Mouth	6
Mirror Image	6
Misdirection	6
Ventriloquism	6
Continual Darkness	5
Continual Light	5
Dispel Illusion	5
Fear	5
Hallucinatory Terrain	5
Illusory Script	5
Invisibility 10 ft Radius	5
Non-Detection	5
Paralyzation	5
Rope Trick	5
Spectral Force	5
Suggestion	5
Confusion	4
Dispel Exhaustion 	4
Emotion	4
Improved Invisibility 	4
Massmorph	4
Minor Creation 	4
Phantasmal Killer 	4
Shadow Monsters	4
Chaos	3
Demi-Shadow Monsters 	3
Major Creation	3
Maze	3
Project Image	3
Shadow Door	3
Shadow Magic	3
Summon Shadow	3
Conjure Animals	2
Demi-Shadow Magic 	2
Mass Suggestion	2
Permanent Illusion	2
Programmed Illusion 	2
Shades	2
True Sight	2
Veil	2
Alter Reality	1
Astral Spell	1
Prismatic Spray	1
Prismatic Wall	1
Vision	1
--END--
Affect Normal Fires	9
Burning Hands	9
Charm Person	9
Comprehend Languages	9
Dancing Lights	9
Detect Magic	9
Enlarge	9
Erase	9
Feather Fall	9
Find Familiar	9
Floating Disk	9
Friends	9
Hold Portal	9
Identify	9
Jump	9
Light 	9
Magic Aura	9
Magic Missile	9
Mending	9
Message	9
Protection From Evil	9
Push	9
Read Magic	9
Shield	9
Shocking Grasp	9
Sleep	9
Spider Climb	9
Unseen Servant	9
Ventriloquism	9
Write	9
Audible Glamour	8
Continual Light	8
Darkness 15 ft Radius	8
Detect Evil	8
Detect Invisibility	8
ESP	8
Fool`s Gold	8
Forget	8
Invisibility	8
Knock	8
False Trap	8
Levitate	8
Locate Object	8
Magic Mouth	8
Mirror Image	8
Pyrotechnics	8
Ray of Enfeeblement	8
Rope Trick	8
Scare	8
Shatter	8
Stinking Cloud	8
Strength	8
Web	8
Wizard Lock	8
Blink	7
Clairaudience	7
Clairvoyance	7
Dispel Magic	7
Explosive Runes	7
Feign Death	7
Fireball	7
Flame Arrow	7
Fly	7
Gust of Wind	7
Haste	7
Hold Person	7
Infravision	7
Invisibility 10 ft Radius	7
Lightning Bolt	7
Monster Summoning I	7
Phantasmal Force	7
Protection From Evil 10 ft Radius	7
Protection From Normal Missiles	7
Slow	7
Suggestion	7
Tiny Hut	7
Tongues	7
Water Breathing	7
Charm Monster	6
Confusion	6
Dig	6
Dimension Door	6
Enchanted Weapon	6
Extension I	6
Fear	6
Fire Charm	6
Fire Shield	6
Fire Trap	6
Fumble	6
Hallucinatory Terrain	6
Ice Storm	6
Massmorph	6
Minor Globe of Invulnerability	6
Mnemonic Enhancement 	6
Monster Summoning II	6
Plant Growth	6
Polymorph Other	6
Polymorph Self	6
Remove Curse	6
Wall of Fire	6
Wall of Ice	6
Wizard Eye	6
Airy Water	5
Animal Growth	5
Animate Dead	5
Cloudkill	5
Cone of Cold	5
Conjure Elemental	5
Contact Other Plane	5
Distance Distortion	5
Extension II	5
Feeblemind	5
Hold Monster	5
Interposing Hand	5
Mage`s Faithful Hound	5
Magic Jar	5
Monster Summoning III	5
Passwall	5
Secret Chest	5
Stone Shape	5
Telekinesis	5
Teleport	5
Transmute Rock to Mud	5
Wall of Force	5
Wall of Iron	5
Wall of Stone	5
Anti-Magic Shell	4
Control Weather	4
Death Spell	4
Disintegrate	4
Enchant an Item	4
Extension III	4
Forceful Hand	4
Freezing Sphere	4
Geas	4
Glasseye	4
Globe of Invulnerability	4
Guards and Wards	4
Invisible Stalker	4
Legend Lore	4
Lower Water	4
Monster Summoning IV	4
Move Earth	4
Part Water	4
Project Image	4
Reincarnation	4
Repulsion	4
Spirit-rack	4
Stone to Flesh	4
Transformation	4
Cacodemon	3
Charm Plants	3
Delayed Blast Fireball	3
Duo-Dimension	3
Grasping Hand	3
Instant Summons	3
Limited Wish	3
Mage`s Sword	3
Mass Invisibility	3
Monster Summoning V	3
Phase Door	3
Power Word Stun	3
Reverse Gravity	3
Simulacrum	3
Statue	3
Vanish	3
Antipathy/ Sympathy	2
Clenched Fist	2
Clone	2
Glass-steel	2
Incendiary Cloud	2
Irresistible Dance	2
Mass Charm	2
Maze	2
Mind Blank	2
Monster Summoning VI	2
Permanency	2
Polymorph Object	2
Power Word Blind	2
Spell Immunity	2
Symbol	2
Trap the Soul	2
Astral Spell	1
Crushing Hand	1
Gate	1
Imprisonment	1
Meteor Swarm	1
Monster Summoning VII	1
Power Word Kill	1
Prismatic Sphere	1
Shape Change	1
Temporal Stasis	1
Time Stop	1
Wish	1
